F,FoS,Sy,d
12780,1,360,8
12780,1,215,10
12780,1,290,8
12780,1,275,8
12780,2,415,10
12780,2,360,10
12780,2,215,16
12780,2,290,12
12780,2,275,12
12780,3,415,12
12780,3,360,12
12780,3,215,16
12780,3,290,16
12780,3,275,16
12790,1,415,8
12790,1,360,8
12790,1,215,10
12790,1,290,8
12790,1,275,8
12790,2,415,10
12790,2,360,10
12790,2,215,16
12790,2,290,12
12790,2,275,12
12790,3,415,12
12790,3,360,12
12790,3,215,16
12790,3,290,16
12790,3,275,16
12800,1,415,8
12800,1,360,8
12800,1,215,10
12800,1,290,8
12800,1,275,8
12800,2,415,10
12800,2,360,10
12800,2,215,16
12800,2,290,12
12800,2,275,12
12800,3,415,12
12800,3,360,12
12800,3,215,16
12800,3,290,16
12800,3,275,16
12810,1,415,8
12810,1,360,8
12810,1,215,10
12810,1,290,8
12810,1,275,8
12810,2,415,10
12810,2,360,10
12810,2,215,16
12810,2,290,12
12810,2,275,12
12810,3,415,12
12810,3,360,12
12810,3,215,16
12810,3,290,16
12810,3,275,16
12820,1,415,8
12820,1,360,8
12820,1,215,10
12820,1,290,8
12820,1,275,8
12820,2,415,10
12820,2,360,10
12820,2,215,16
12820,2,290,12
12820,2,275,12
12820,3,415,12
12820,3,360,12
12820,3,215,16
12820,3,290,16
12820,3,275,16
12830,1,415,8
12830,1,360,8
12830,1,215,10
12830,1,290,8
12830,1,275,8
12830,2,415,10
12830,2,360,10
12830,2,215,16
12830,2,290,12
12830,2,275,12
12830,3,415,12
12830,3,360,12
12830,3,215,16
12830,3,290,16
12830,3,275,16
12840,1,415,8
12840,1,360,8
12840,1,215,10
12840,1,290,8
12840,1,275,8
12840,2,415,10
12840,2,360,10
12840,2,215,16
12840,2,290,12
12840,2,275,12
12840,3,415,12
12840,3,360,12
12840,3,215,16
12840,3,290,16
12840,3,275,16
12850,1,415,8
12850,1,360,8
12850,1,215,10
12850,1,290,8
12850,1,275,8
12850,2,415,10
12850,2,360,10
12850,2,215,16
12850,2,290,12
12850,2,275,12
12850,3,415,12
12850,3,360,12
12850,3,215,16
12850,3,290,16
12850,3,275,16
12860,1,415,8
12860,1,360,8
12860,1,215,10
12860,1,290,8
12860,1,275,8
12860,2,415,10
12860,2,360,10
12860,2,215,16
12860,2,290,12
12860,2,275,12
12860,3,415,12
12860,3,360,12
12860,3,215,16
12860,3,290,16
12860,3,275,16
12870,1,415,8
12870,1,360,8
12870,1,215,10
12870,1,290,8
12870,1,275,8
12870,2,415,10
12870,2,360,10
12870,2,215,16
12870,2,290,12
12870,2,275,12
12870,3,415,12
12870,3,360,12
12870,3,215,16
12870,3,290,16
12870,3,275,16
12880,1,415,8
12880,1,360,8
12880,1,215,10
12880,1,290,8
12880,1,275,8
12880,2,415,10
12880,2,360,10
12880,2,215,16
12880,2,290,12
12880,2,275,12
12880,3,415,12
12880,3,360,12
12880,3,215,16
12880,3,290,16
12880,3,275,16
12890,1,415,8
12890,1,360,8
12890,1,215,10
12890,1,290,8
12890,1,275,8
12890,2,415,10
12890,2,360,10
12890,2,215,16
12890,2,290,12
12890,2,275,12
12890,3,415,12
12890,3,360,12
12890,3,215,16
12890,3,290,16
12890,3,275,16
12900,1,415,8
12900,1,360,8
12900,1,215,10
12900,1,290,8
12900,1,275,8
12900,2,415,10
12900,2,360,10
12900,2,215,16
12900,2,290,12
12900,2,275,12
12900,3,415,12
12900,3,360,12
12900,3,215,16
12900,3,290,16
12900,3,275,16
12910,1,415,8
12910,1,360,8
12910,1,215,10
12910,1,290,8
12910,1,275,8
12910,2,415,10
12910,2,360,10
12910,2,215,16
12910,2,290,12
12910,2,275,12
12910,3,415,12
12910,3,360,12
12910,3,215,16
12910,3,290,16
12910,3,275,16
12920,1,415,8
12920,1,360,8
12920,1,215,10
12920,1,290,8
12920,1,275,8
12920,2,415,10
12920,2,360,10
12920,2,215,16
12920,2,290,12
12920,2,275,12
12920,3,415,12
12920,3,360,12
12920,3,215,16
12920,3,290,16
12920,3,275,16
12930,1,415,8
12930,1,360,8
12930,1,215,10
12930,1,290,8
12930,1,275,8
12930,2,415,10
12930,2,360,10
12930,2,215,16
12930,2,290,12
12930,2,275,12
12930,3,415,12
12930,3,360,12
12930,3,215,16
12930,3,290,16
12930,3,275,16
12940,1,415,8
12940,1,360,8
12940,1,215,10
12940,1,290,8
12940,1,275,8
12940,2,415,10
12940,2,360,10
12940,2,215,16
12940,2,290,12
12940,2,275,12
12940,3,415,12
12940,3,360,12
12940,3,215,16
12940,3,290,16
12940,3,275,16
12950,1,415,8
12950,1,360,8
12950,1,215,10
12950,1,290,8
12950,1,275,8
12950,2,415,10
12950,2,360,10
12950,2,215,16
12950,2,290,12
12950,2,275,12
12950,3,415,12
12950,3,360,12
12950,3,215,16
12950,3,290,16
12950,3,275,16
12960,1,415,8
12960,1,360,8
12960,1,215,10
12960,1,290,8
12960,1,275,8
12960,2,415,10
12960,2,360,10
12960,2,215,16
12960,2,290,12
12960,2,275,12
12960,3,415,12
12960,3,360,12
12960,3,215,16
12960,3,290,16
12960,3,275,16
12970,1,415,8
12970,1,360,8
12970,1,215,10
12970,1,290,8
12970,1,275,8
12970,2,415,10
12970,2,360,10
12970,2,215,16
12970,2,290,12
12970,2,275,12
12970,3,415,12
12970,3,360,12
12970,3,215,16
12970,3,290,16
12970,3,275,16
12980,1,415,8
12980,1,360,8
12980,1,215,10
12980,1,290,8
12980,1,275,8
12980,2,415,10
12980,2,360,10
12980,2,215,16
12980,2,290,12
12980,2,275,12
12980,3,415,12
12980,3,360,12
12980,3,215,16
12980,3,290,16
12980,3,275,16
12990,1,415,8
12990,1,360,8
12990,1,215,10
12990,1,290,8
12990,1,275,8
12990,2,415,10
12990,2,360,10
12990,2,215,16
12990,2,290,12
12990,2,275,12
12990,3,415,12
12990,3,360,12
12990,3,215,16
12990,3,290,16
12990,3,275,16
13000,1,415,8
13000,1,360,8
13000,1,215,10
13000,1,290,8
13000,1,275,8
13000,2,415,10
13000,2,360,10
13000,2,215,16
13000,2,290,12
13000,2,275,12
13000,3,415,12
13000,3,360,12
13000,3,215,16
13000,3,290,16
13000,3,275,16
13010,1,415,8
13010,1,360,8
13010,1,215,10
13010,1,290,8
13010,1,275,8
13010,2,415,10
13010,2,360,10
13010,2,215,16
13010,2,290,12
13010,2,275,12
13010,3,415,12
13010,3,360,12
13010,3,215,16
13010,3,290,16
13010,3,275,16
13020,1,415,8
13020,1,360,8
13020,1,215,10
13020,1,290,8
13020,1,275,8
13020,2,415,10
13020,2,360,10
13020,2,215,16
13020,2,290,12
13020,2,275,12
13020,3,415,12
13020,3,360,12
13020,3,215,16
13020,3,290,16
13020,3,275,16
13030,1,415,8
13030,1,360,8
13030,1,215,10
13030,1,290,8
13030,1,275,8
13030,2,415,10
13030,2,360,10
13030,2,215,16
13030,2,290,12
13030,2,275,12
13030,3,415,12
13030,3,360,12
13030,3,215,16
13030,3,290,16
13030,3,275,16
13040,1,415,8
13040,1,360,8
13040,1,215,10
13040,1,290,8
13040,1,275,8
13040,2,415,10
13040,2,360,10
13040,2,215,16
13040,2,290,12
13040,2,275,12
13040,3,415,12
13040,3,360,12
13040,3,215,16
13040,3,290,16
13040,3,275,16
13050,1,415,8
13050,1,360,8
13050,1,215,10
13050,1,290,8
13050,1,275,8
13050,2,415,10
13050,2,360,10
13050,2,215,16
13050,2,290,12
13050,2,275,12
13050,3,415,12
13050,3,360,12
13050,3,215,16
13050,3,290,16
13050,3,275,16
13060,1,415,8
13060,1,360,8
13060,1,215,10
13060,1,290,8
13060,1,275,8
13060,2,415,10
13060,2,360,10
13060,2,215,16
13060,2,290,12
13060,2,275,12
13060,3,415,12
13060,3,360,12
13060,3,215,16
13060,3,290,16
13060,3,275,16
13070,1,415,8
13070,1,360,8
13070,1,215,10
13070,1,290,8
13070,1,275,8
13070,2,415,10
13070,2,360,10
13070,2,215,16
13070,2,290,12
13070,2,275,12
13070,3,415,12
13070,3,360,12
13070,3,215,16
13070,3,290,16
13070,3,275,16
13080,1,415,8
13080,1,360,8
13080,1,215,10
13080,1,290,8
13080,1,275,8
13080,2,415,10
13080,2,360,10
13080,2,215,16
13080,2,290,12
13080,2,275,12
13080,3,415,12
13080,3,360,12
13080,3,215,16
13080,3,290,16
13080,3,275,16
13090,1,415,8
13090,1,360,8
13090,1,215,10
13090,1,290,8
13090,1,275,8
13090,2,415,10
13090,2,360,10
13090,2,215,16
13090,2,290,12
13090,2,275,12
13090,3,415,12
13090,3,360,12
13090,3,215,16
13090,3,290,16
13090,3,275,16
13100,1,415,8
13100,1,360,8
13100,1,215,10
13100,1,290,8
13100,1,275,8
13100,2,415,10
13100,2,360,10
13100,2,215,16
13100,2,290,12
13100,2,275,12
13100,3,415,12
13100,3,360,12
13100,3,215,16
13100,3,290,16
13100,3,275,16
13110,1,415,8
13110,1,360,8
13110,1,215,10
13110,1,290,8
13110,1,275,8
13110,2,415,10
13110,2,360,10
13110,2,215,16
13110,2,290,12
13110,2,275,12
13110,3,415,12
13110,3,360,12
13110,3,215,16
13110,3,290,16
13110,3,275,16
13120,1,415,8
13120,1,360,8
13120,1,215,10
13120,1,290,8
13120,1,275,8
13120,2,415,10
13120,2,360,10
13120,2,215,16
13120,2,290,12
13120,2,275,12
13120,3,415,12
13120,3,360,12
13120,3,215,16
13120,3,290,16
13120,3,275,16
13130,1,415,8
13130,1,360,8
13130,1,215,10
13130,1,290,8
13130,1,275,8
13130,2,415,10
13130,2,360,10
13130,2,215,16
13130,2,290,12
13130,2,275,12
13130,3,415,12
13130,3,360,12
13130,3,215,16
13130,3,290,16
13130,3,275,16
13140,1,415,8
13140,1,360,8
13140,1,215,10
13140,1,290,8
13140,1,275,8
13140,2,415,10
13140,2,360,10
13140,2,215,16
13140,2,290,12
13140,2,275,12
13140,3,415,12
13140,3,360,12
13140,3,215,16
13140,3,290,16
13140,3,275,16
13150,1,415,8
13150,1,360,8
13150,1,215,10
13150,1,290,8
13150,1,275,8
13150,2,415,10
13150,2,360,10
13150,2,215,16
13150,2,290,12
13150,2,275,12
13150,3,415,12
13150,3,360,12
13150,3,215,16
13150,3,290,16
13150,3,275,16
13160,1,415,8
13160,1,360,8
13160,1,215,10
13160,1,290,8
13160,1,275,8
13160,2,415,10
13160,2,360,10
13160,2,215,16
13160,2,290,12
13160,2,275,12
13160,3,415,12
13160,3,360,12
13160,3,215,16
13160,3,290,16
13160,3,275,16
13170,1,415,8
13170,1,360,8
13170,1,215,10
13170,1,290,8
13170,1,275,8
13170,2,415,10
13170,2,360,10
13170,2,215,16
13170,2,290,12
13170,2,275,12
13170,3,415,12
13170,3,360,12
13170,3,215,16
13170,3,290,16
13170,3,275,16
13180,1,415,8
13180,1,360,8
13180,1,215,10
13180,1,290,8
13180,1,275,8
13180,2,415,10
13180,2,360,10
13180,2,215,16
13180,2,290,12
13180,2,275,12
13180,3,415,12
13180,3,360,12
13180,3,215,16
13180,3,290,16
13180,3,275,16
13190,1,415,8
13190,1,360,8
13190,1,215,10
13190,1,290,8
13190,1,275,8
13190,2,415,10
13190,2,360,10
13190,2,215,16
13190,2,290,12
13190,2,275,12
13190,3,415,12
13190,3,360,12
13190,3,215,16
13190,3,290,16
13190,3,275,16
13200,1,415,8
13200,1,360,8
13200,1,215,10
13200,1,290,8
13200,1,275,8
13200,2,415,10
13200,2,360,10
13200,2,215,16
13200,2,290,12
13200,2,275,12
13200,3,415,12
13200,3,360,12
13200,3,215,16
13200,3,290,16
13200,3,275,16
13210,1,415,8
13210,1,360,8
13210,1,215,10
13210,1,290,8
13210,1,275,8
13210,2,415,10
13210,2,360,10
13210,2,215,16
13210,2,290,12
13210,2,275,12
13210,3,415,12
13210,3,360,12
13210,3,215,16
13210,3,290,16
13210,3,275,16
13220,1,415,8
13220,1,360,8
13220,1,215,10
13220,1,290,8
13220,1,275,8
13220,2,415,10
13220,2,360,10
13220,2,215,16
13220,2,290,12
13220,2,275,12
13220,3,415,12
13220,3,360,12
13220,3,215,16
13220,3,290,16
13220,3,275,16
13230,1,415,8
13230,1,360,8
13230,1,215,10
13230,1,290,8
13230,1,275,8
13230,2,415,10
13230,2,360,10
13230,2,215,16
13230,2,290,12
13230,2,275,12
13230,3,415,12
13230,3,360,12
13230,3,215,16
13230,3,290,16
13230,3,275,16
13240,1,415,8
13240,1,360,8
13240,1,215,10
13240,1,290,8
13240,1,275,8
13240,2,415,10
13240,2,360,10
13240,2,215,16
13240,2,290,12
13240,2,275,12
13240,3,415,12
13240,3,360,12
13240,3,215,16
13240,3,290,16
13240,3,275,16
13250,1,415,8
13250,1,360,8
13250,1,215,10
13250,1,290,8
13250,1,275,8
13250,2,415,10
13250,2,360,10
13250,2,215,16
13250,2,290,12
13250,2,275,12
13250,3,415,12
13250,3,360,12
13250,3,215,16
13250,3,290,16
13250,3,275,16
13260,1,415,8
13260,1,360,8
13260,1,215,10
13260,1,290,8
13260,1,275,8
13260,2,415,10
13260,2,360,10
13260,2,215,16
13260,2,290,12
13260,2,275,12
13260,3,415,12
13260,3,360,12
13260,3,215,16
13260,3,290,16
13260,3,275,16
13270,1,415,8
13270,1,360,8
13270,1,215,10
13270,1,290,8
13270,1,275,8
13270,2,415,10
13270,2,360,10
13270,2,215,16
13270,2,290,12
13270,2,275,12
13270,3,415,12
13270,3,360,12
13270,3,215,16
13270,3,290,16
13270,3,275,16
13280,1,415,8
13280,1,360,8
13280,1,215,10
13280,1,290,8
13280,1,275,8
13280,2,415,10
13280,2,360,10
13280,2,215,16
13280,2,290,12
13280,2,275,12
13280,3,415,12
13280,3,360,12
13280,3,215,16
13280,3,290,16
13280,3,275,16
13290,1,415,8
13290,1,360,8
13290,1,215,10
13290,1,290,8
13290,1,275,8
13290,2,415,10
13290,2,360,10
13290,2,215,16
13290,2,290,12
13290,2,275,12
13290,3,415,12
13290,3,360,12
13290,3,215,16
13290,3,290,16
13290,3,275,16
13300,1,415,8
13300,1,360,8
13300,1,215,10
13300,1,290,8
13300,1,275,8
13300,2,415,10
13300,2,360,10
13300,2,215,16
13300,2,290,12
13300,2,275,12
13300,3,415,12
13300,3,360,12
13300,3,215,16
13300,3,290,16
13300,3,275,16
13310,1,415,8
13310,1,360,8
13310,1,215,10
13310,1,290,8
13310,1,275,8
13310,2,415,10
13310,2,360,10
13310,2,215,16
13310,2,290,12
13310,2,275,12
13310,3,415,12
13310,3,360,12
13310,3,215,16
13310,3,290,16
13310,3,275,16
13320,1,415,8
13320,1,360,8
13320,1,215,10
13320,1,290,8
13320,1,275,8
13320,2,415,10
13320,2,360,10
13320,2,215,16
13320,2,290,12
13320,2,275,12
13320,3,415,12
13320,3,360,12
13320,3,215,16
13320,3,290,16
13320,3,275,16
13330,1,415,8
13330,1,360,8
13330,1,215,10
13330,1,290,8
13330,1,275,8
13330,2,415,10
13330,2,360,10
13330,2,215,16
13330,2,290,12
13330,2,275,12
13330,3,415,12
13330,3,360,12
13330,3,215,16
13330,3,290,16
13330,3,275,16
13340,1,415,8
13340,1,360,8
13340,1,215,10
13340,1,290,8
13340,1,275,8
13340,2,415,10
13340,2,360,10
13340,2,215,16
13340,2,290,12
13340,2,275,12
13340,3,415,12
13340,3,360,12
13340,3,215,16
13340,3,290,16
13340,3,275,16
13350,1,415,8
13350,1,360,8
13350,1,215,10
13350,1,290,8
13350,1,275,8
13350,2,415,10
13350,2,360,10
13350,2,215,16
13350,2,290,12
13350,2,275,12
13350,3,415,12
13350,3,360,12
13350,3,215,16
13350,3,290,16
13350,3,275,16
13360,1,415,8
13360,1,360,8
13360,1,215,10
13360,1,290,8
13360,1,275,8
13360,2,415,10
13360,2,360,10
13360,2,215,16
13360,2,290,12
13360,2,275,12
13360,3,415,12
13360,3,360,12
13360,3,215,16
13360,3,290,16
13360,3,275,16
13370,1,415,8
13370,1,360,8
13370,1,215,10
13370,1,290,8
13370,1,275,8
13370,2,415,10
13370,2,360,10
13370,2,215,16
13370,2,290,12
13370,2,275,12
13370,3,415,12
13370,3,360,12
13370,3,215,16
13370,3,290,16
13370,3,275,16
13380,1,415,8
13380,1,360,8
13380,1,215,10
13380,1,290,8
13380,1,275,8
13380,2,415,10
13380,2,360,10
13380,2,215,16
13380,2,290,12
13380,2,275,12
13380,3,415,12
13380,3,360,12
13380,3,215,16
13380,3,290,16
13380,3,275,16
13390,1,415,8
13390,1,360,8
13390,1,215,10
13390,1,290,8
13390,1,275,8
13390,2,415,10
13390,2,360,10
13390,2,215,16
13390,2,290,12
13390,2,275,12
13390,3,415,12
13390,3,360,12
13390,3,215,16
13390,3,290,16
13390,3,275,16
13400,1,415,8
13400,1,360,8
13400,1,215,10
13400,1,290,8
13400,1,275,8
13400,2,415,10
13400,2,360,10
13400,2,215,16
13400,2,290,12
13400,2,275,12
13400,3,415,12
13400,3,360,12
13400,3,215,16
13400,3,290,16
13400,3,275,16
13410,1,415,8
13410,1,360,8
13410,1,215,10
13410,1,290,8
13410,1,275,8
13410,2,415,10
13410,2,360,10
13410,2,215,16
13410,2,290,12
13410,2,275,12
13410,3,415,12
13410,3,360,12
13410,3,215,16
13410,3,290,16
13410,3,275,16
13420,1,415,8
13420,1,360,8
13420,1,215,10
13420,1,290,8
13420,1,275,8
13420,2,415,10
13420,2,360,10
13420,2,215,16
13420,2,290,12
13420,2,275,12
13420,3,415,12
13420,3,360,12
13420,3,215,16
13420,3,290,16
13420,3,275,16
13430,1,415,8
13430,1,360,8
13430,1,215,10
13430,1,290,8
13430,1,275,8
13430,2,415,10
13430,2,360,10
13430,2,215,16
13430,2,290,12
13430,2,275,12
13430,3,415,12
13430,3,360,12
13430,3,215,16
13430,3,290,16
13430,3,275,16
13440,1,415,8
13440,1,360,8
13440,1,215,10
13440,1,290,8
13440,1,275,8
13440,2,415,10
13440,2,360,10
13440,2,215,16
13440,2,290,12
13440,2,275,12
13440,3,415,12
13440,3,360,12
13440,3,215,16
13440,3,290,16
13440,3,275,16
13450,1,415,8
13450,1,360,8
13450,1,215,10
13450,1,290,8
13450,1,275,8
13450,2,415,10
13450,2,360,10
13450,2,215,16
13450,2,290,12
13450,2,275,12
13450,3,415,12
13450,3,360,12
13450,3,215,16
13450,3,290,16
13450,3,275,16
13460,1,415,8
13460,1,360,8
13460,1,215,10
13460,1,290,8
13460,1,275,8
13460,2,415,10
13460,2,360,10
13460,2,215,16
13460,2,290,12
13460,2,275,12
13460,3,415,12
13460,3,360,12
13460,3,215,16
13460,3,290,16
13460,3,275,16
13470,1,415,8
13470,1,360,8
13470,1,215,10
13470,1,290,8
13470,1,275,8
13470,2,415,10
13470,2,360,10
13470,2,215,16
13470,2,290,12
13470,2,275,12
13470,3,415,12
13470,3,360,12
13470,3,215,16
13470,3,290,16
13470,3,275,16
13480,1,415,8
13480,1,360,8
13480,1,215,10
13480,1,290,8
13480,1,275,8
13480,2,415,10
13480,2,360,10
13480,2,215,16
13480,2,290,12
13480,2,275,12
13480,3,415,12
13480,3,360,12
13480,3,215,16
13480,3,290,16
13480,3,275,16
13490,1,415,8
13490,1,360,8
13490,1,215,10
13490,1,290,8
13490,1,275,8
13490,2,415,10
13490,2,360,10
13490,2,215,16
13490,2,290,12
13490,2,275,12
13490,3,415,12
13490,3,360,12
13490,3,215,16
13490,3,290,16
13490,3,275,16
13500,1,415,8
13500,1,360,8
13500,1,215,10
13500,1,290,8
13500,1,275,8
13500,2,415,10
13500,2,360,10
13500,2,215,16
13500,2,290,12
13500,2,275,12
13500,3,415,12
13500,3,360,12
13500,3,215,16
13500,3,290,16
13500,3,275,16
13510,1,415,8
13510,1,360,8
13510,1,215,10
13510,1,290,8
13510,1,275,8
13510,2,415,10
13510,2,360,10
13510,2,215,16
13510,2,290,12
13510,2,275,12
13510,3,415,12
13510,3,360,12
13510,3,215,16
13510,3,290,16
13510,3,275,16
13520,1,415,8
13520,1,360,8
13520,1,215,10
13520,1,290,8
13520,1,275,8
13520,2,415,10
13520,2,360,10
13520,2,215,16
13520,2,290,12
13520,2,275,12
13520,3,415,12
13520,3,360,12
13520,3,215,16
13520,3,290,16
13520,3,275,16
13530,1,415,8
13530,1,360,8
13530,1,215,10
13530,1,290,8
13530,1,275,8
13530,2,415,10
13530,2,360,10
13530,2,215,16
13530,2,290,12
13530,2,275,12
13530,3,415,12
13530,3,360,12
13530,3,215,16
13530,3,290,16
13530,3,275,16
13540,1,415,8
13540,1,360,8
13540,1,215,10
13540,1,290,8
13540,1,275,8
13540,2,415,10
13540,2,360,10
13540,2,215,16
13540,2,290,12
13540,2,275,12
13540,3,415,12
13540,3,360,12
13540,3,215,16
13540,3,290,16
13540,3,275,16
13550,1,415,8
13550,1,360,8
13550,1,215,10
13550,1,290,8
13550,1,275,8
13550,2,415,10
13550,2,360,10
13550,2,215,16
13550,2,290,12
13550,2,275,12
13550,3,415,12
13550,3,360,12
13550,3,215,16
13550,3,290,16
13550,3,275,16
13560,1,415,8
13560,1,360,8
13560,1,215,10
13560,1,290,8
13560,1,275,8
13560,2,415,10
13560,2,360,10
13560,2,215,16
13560,2,290,12
13560,2,275,12
13560,3,415,12
13560,3,360,12
13560,3,215,16
13560,3,290,16
13560,3,275,16
13570,1,415,8
13570,1,360,8
13570,1,215,10
13570,1,290,8
13570,1,275,8
13570,2,415,10
13570,2,360,10
13570,2,215,16
13570,2,290,12
13570,2,275,12
13570,3,415,12
13570,3,360,12
13570,3,215,16
13570,3,290,16
13570,3,275,16
13580,1,415,8
13580,1,360,8
13580,1,215,10
13580,1,290,8
13580,1,275,8
13580,2,415,10
13580,2,360,10
13580,2,215,16
13580,2,290,12
13580,2,275,12
13580,3,415,12
13580,3,360,16
13580,3,215,16
13580,3,290,16
13580,3,275,16
13590,1,415,8
13590,1,360,8
13590,1,215,10
13590,1,290,8
13590,1,275,8
13590,2,415,10
13590,2,360,10
13590,2,215,16
13590,2,290,12
13590,2,275,12
13590,3,415,12
13590,3,360,16
13590,3,215,16
13590,3,290,16
13590,3,275,16
13600,1,415,8
13600,1,360,8
13600,1,215,10
13600,1,290,8
13600,1,275,8
13600,2,415,10
13600,2,360,10
13600,2,215,16
13600,2,290,12
13600,2,275,12
13600,3,415,12
13600,3,360,16
13600,3,215,16
13600,3,290,16
13600,3,275,16
13610,1,415,8
13610,1,360,8
13610,1,215,10
13610,1,290,8
13610,1,275,8
13610,2,415,10
13610,2,360,10
13610,2,215,16
13610,2,290,12
13610,2,275,12
13610,3,415,12
13610,3,360,16
13610,3,215,16
13610,3,290,16
13610,3,275,16
13620,1,415,8
13620,1,360,8
13620,1,215,10
13620,1,290,8
13620,1,275,8
13620,2,415,10
13620,2,360,10
13620,2,215,16
13620,2,290,12
13620,2,275,12
13620,3,415,12
13620,3,360,16
13620,3,215,16
13620,3,290,16
13620,3,275,16
13630,1,415,8
13630,1,360,8
13630,1,215,10
13630,1,290,8
13630,1,275,8
13630,2,415,10
13630,2,360,10
13630,2,215,16
13630,2,290,12
13630,2,275,12
13630,3,415,12
13630,3,360,16
13630,3,215,16
13630,3,290,16
13630,3,275,16
13640,1,415,8
13640,1,360,8
13640,1,215,10
13640,1,290,8
13640,1,275,8
13640,2,415,10
13640,2,360,10
13640,2,215,16
13640,2,290,12
13640,2,275,12
13640,3,415,12
13640,3,360,16
13640,3,215,16
13640,3,290,16
13640,3,275,16
13650,1,415,8
13650,1,360,8
13650,1,215,10
13650,1,290,8
13650,1,275,8
13650,2,415,10
13650,2,360,10
13650,2,215,16
13650,2,290,12
13650,2,275,12
13650,3,415,12
13650,3,360,16
13650,3,215,16
13650,3,290,16
13650,3,275,16
13660,1,415,8
13660,1,360,8
13660,1,215,10
13660,1,290,8
13660,1,275,8
13660,2,415,10
13660,2,360,10
13660,2,215,16
13660,2,290,12
13660,2,275,12
13660,3,415,12
13660,3,360,16
13660,3,215,16
13660,3,290,16
13660,3,275,16
13670,1,415,8
13670,1,360,8
13670,1,215,10
13670,1,290,8
13670,1,275,8
13670,2,415,10
13670,2,360,10
13670,2,215,16
13670,2,290,12
13670,2,275,12
13670,3,415,12
13670,3,360,16
13670,3,215,16
13670,3,290,16
13670,3,275,16
13680,1,415,8
13680,1,360,8
13680,1,215,10
13680,1,290,8
13680,1,275,8
13680,2,415,10
13680,2,360,10
13680,2,215,16
13680,2,290,12
13680,2,275,12
13680,3,415,12
13680,3,360,16
13680,3,215,16
13680,3,290,16
13680,3,275,16
13690,1,415,8
13690,1,360,8
13690,1,215,10
13690,1,290,8
13690,1,275,8
13690,2,415,10
13690,2,360,10
13690,2,215,16
13690,2,290,12
13690,2,275,12
13690,3,415,12
13690,3,360,16
13690,3,215,16
13690,3,290,16
13690,3,275,16
13700,1,415,8
13700,1,360,8
13700,1,215,10
13700,1,290,8
13700,1,275,8
13700,2,415,10
13700,2,360,10
13700,2,215,16
13700,2,290,12
13700,2,275,12
13700,3,415,12
13700,3,360,16
13700,3,215,16
13700,3,290,16
13700,3,275,16
13710,1,415,8
13710,1,360,8
13710,1,215,10
13710,1,290,8
13710,1,275,8
13710,2,415,10
13710,2,360,10
13710,2,215,16
13710,2,290,12
13710,2,275,12
13710,3,415,12
13710,3,360,16
13710,3,215,16
13710,3,290,16
13710,3,275,16
13720,1,415,8
13720,1,360,8
13720,1,215,10
13720,1,290,8
13720,1,275,8
13720,2,415,10
13720,2,360,10
13720,2,215,16
13720,2,290,12
13720,2,275,12
13720,3,415,12
13720,3,360,16
13720,3,215,16
13720,3,290,16
13720,3,275,16
13730,1,415,8
13730,1,360,8
13730,1,215,10
13730,1,290,8
13730,1,275,8
13730,2,415,10
13730,2,360,10
13730,2,215,16
13730,2,290,12
13730,2,275,12
13730,3,415,12
13730,3,360,16
13730,3,215,16
13730,3,290,16
13730,3,275,16
13740,1,415,8
13740,1,360,8
13740,1,215,10
13740,1,290,8
13740,1,275,8
13740,2,415,10
13740,2,360,10
13740,2,215,16
13740,2,290,12
13740,2,275,12
13740,3,415,12
13740,3,360,16
13740,3,215,16
13740,3,290,16
13740,3,275,16
13750,1,415,8
13750,1,360,8
13750,1,215,10
13750,1,290,8
13750,1,275,8
13750,2,415,10
13750,2,360,10
13750,2,215,16
13750,2,290,12
13750,2,275,12
13750,3,415,12
13750,3,360,16
13750,3,215,16
13750,3,290,16
13750,3,275,16
13760,1,415,8
13760,1,360,8
13760,1,215,10
13760,1,290,8
13760,1,275,8
13760,2,415,10
13760,2,360,10
13760,2,215,16
13760,2,290,12
13760,2,275,12
13760,3,415,12
13760,3,360,16
13760,3,215,16
13760,3,290,16
13760,3,275,16
13770,1,415,8
13770,1,360,8
13770,1,215,10
13770,1,290,8
13770,1,275,8
13770,2,415,10
13770,2,360,10
13770,2,215,16
13770,2,290,12
13770,2,275,12
13770,3,415,12
13770,3,360,16
13770,3,215,16
13770,3,290,16
13770,3,275,16
13780,1,415,8
13780,1,360,8
13780,1,215,10
13780,1,290,8
13780,1,275,8
13780,2,415,10
13780,2,360,10
13780,2,215,16
13780,2,290,12
13780,2,275,12
13780,3,415,12
13780,3,360,16
13780,3,215,16
13780,3,290,16
13780,3,275,16
13790,1,415,8
13790,1,360,8
13790,1,215,10
13790,1,290,8
13790,1,275,8
13790,2,415,10
13790,2,360,10
13790,2,215,16
13790,2,290,12
13790,2,275,12
13790,3,415,12
13790,3,360,16
13790,3,215,16
13790,3,290,16
13790,3,275,16
13800,1,415,8
13800,1,360,8
13800,1,215,10
13800,1,290,8
13800,1,275,8
13800,2,415,10
13800,2,360,10
13800,2,215,16
13800,2,290,12
13800,2,275,12
13800,3,415,12
13800,3,360,16
13800,3,215,16
13800,3,290,16
13800,3,275,16
13810,1,415,8
13810,1,360,8
13810,1,215,10
13810,1,290,8
13810,1,275,8
13810,2,415,10
13810,2,360,10
13810,2,215,16
13810,2,290,12
13810,2,275,12
