F,FoS,Sy,d
19620,0.1,940,2.5
19620,0.1,1100,2
19620,0.5,450,8
19620,0.5,600,6
19620,0.5,650,6
19620,0.5,940,5
19620,0.5,1100,5
19620,0.9,450,10
19620,0.9,600,8
19620,0.9,650,8
19620,0.9,940,6
19620,0.9,1100,6
19620,1,450,12
19620,1,600,10
19620,1,650,10
19620,1,940,8
19620,1,1100,8
19620,2,450,None
19620,2,600,None
19620,2,650,None
19620,2,940,12
19620,2,1100,10
19620,3,450,None
19620,3,600,None
19620,3,650,None
19620,3,940,None
19620,3,1100,12
19630,0.1,450,3.5
19630,0.1,600,3
19630,0.1,650,3
19630,0.1,940,2.5
19630,0.1,1100,2
19630,0.5,450,8
19630,0.5,600,6
19630,0.5,650,6
19630,0.5,940,5
19630,0.5,1100,5
19630,0.9,450,10
19630,0.9,600,8
19630,0.9,650,8
19630,0.9,940,6
19630,0.9,1100,6
19630,1,450,12
19630,1,600,10
19630,1,650,10
19630,1,940,8
19630,1,1100,8
19630,2,450,None
19630,2,600,None
19630,2,650,None
19630,2,940,12
19630,2,1100,10
19630,3,450,None
19630,3,600,None
19630,3,650,None
19630,3,940,None
19630,3,1100,12
19640,0.1,450,3.5
19640,0.1,600,3
19640,0.1,650,3
19640,0.1,940,2.5
19640,0.1,1100,2
19640,0.5,450,8
19640,0.5,600,6
19640,0.5,650,6
19640,0.5,940,5
19640,0.5,1100,5
19640,0.9,450,10
19640,0.9,600,8
19640,0.9,650,8
19640,0.9,940,6
19640,0.9,1100,6
19640,1,450,12
19640,1,600,10
19640,1,650,10
19640,1,940,8
19640,1,1100,8
19640,2,450,None
19640,2,600,None
19640,2,650,None
19640,2,940,12
19640,2,1100,10
19640,3,450,None
19640,3,600,None
19640,3,650,None
19640,3,940,None
19640,3,1100,12
19650,0.1,450,3.5
19650,0.1,600,3
19650,0.1,650,3
19650,0.1,940,2.5
19650,0.1,1100,2
19650,0.5,450,8
19650,0.5,600,6
19650,0.5,650,6
19650,0.5,940,5
19650,0.5,1100,5
19650,0.9,450,10
19650,0.9,600,8
19650,0.9,650,8
19650,0.9,940,6
19650,0.9,1100,6
19650,1,450,12
19650,1,600,10
19650,1,650,10
19650,1,940,8
19650,1,1100,8
19650,2,450,None
19650,2,600,None
19650,2,650,None
19650,2,940,12
19650,2,1100,10
19650,3,450,None
19650,3,600,None
19650,3,650,None
19650,3,940,None
19650,3,1100,12
19660,0.1,450,3.5
19660,0.1,600,3
19660,0.1,650,3
19660,0.1,940,2.5
19660,0.1,1100,2
19660,0.5,450,8
19660,0.5,600,6
19660,0.5,650,6
19660,0.5,940,5
19660,0.5,1100,5
19660,0.9,450,10
19660,0.9,600,8
19660,0.9,650,8
19660,0.9,940,6
19660,0.9,1100,6
19660,1,450,12
19660,1,600,10
19660,1,650,10
19660,1,940,8
19660,1,1100,8
19660,2,450,None
19660,2,600,None
19660,2,650,None
19660,2,940,12
19660,2,1100,10
19660,3,450,None
19660,3,600,None
19660,3,650,None
19660,3,940,None
19660,3,1100,12
19670,0.1,450,3.5
19670,0.1,600,3
19670,0.1,650,3
19670,0.1,940,2.5
19670,0.1,1100,2
19670,0.5,450,8
19670,0.5,600,6
19670,0.5,650,6
19670,0.5,940,5
19670,0.5,1100,5
19670,0.9,450,10
19670,0.9,600,8
19670,0.9,650,8
19670,0.9,940,6
19670,0.9,1100,6
19670,1,450,12
19670,1,600,10
19670,1,650,10
19670,1,940,8
19670,1,1100,8
19670,2,450,None
19670,2,600,None
19670,2,650,None
19670,2,940,12
19670,2,1100,10
19670,3,450,None
19670,3,600,None
19670,3,650,None
19670,3,940,None
19670,3,1100,12
19680,0.1,450,3.5
19680,0.1,600,3
19680,0.1,650,3
19680,0.1,940,2.5
19680,0.1,1100,2
19680,0.5,450,8
19680,0.5,600,6
19680,0.5,650,6
19680,0.5,940,5
19680,0.5,1100,5
19680,0.9,450,10
19680,0.9,600,8
19680,0.9,650,8
19680,0.9,940,6
19680,0.9,1100,6
19680,1,450,12
19680,1,600,10
19680,1,650,10
19680,1,940,8
19680,1,1100,8
19680,2,450,None
19680,2,600,None
19680,2,650,None
19680,2,940,12
19680,2,1100,10
19680,3,450,None
19680,3,600,None
19680,3,650,None
19680,3,940,None
19680,3,1100,12
19690,0.1,450,3.5
19690,0.1,600,3
19690,0.1,650,3
19690,0.1,940,2.5
19690,0.1,1100,2
19690,0.5,450,8
19690,0.5,600,6
19690,0.5,650,6
19690,0.5,940,5
19690,0.5,1100,5
19690,0.9,450,10
19690,0.9,600,8
19690,0.9,650,8
19690,0.9,940,6
19690,0.9,1100,6
19690,1,450,12
19690,1,600,10
19690,1,650,10
19690,1,940,8
19690,1,1100,8
19690,2,450,None
19690,2,600,None
19690,2,650,None
19690,2,940,12
19690,2,1100,10
19690,3,450,None
19690,3,600,None
19690,3,650,None
19690,3,940,None
19690,3,1100,12
19700,0.1,450,3.5
19700,0.1,600,3
19700,0.1,650,3
19700,0.1,940,2.5
19700,0.1,1100,2
19700,0.5,450,8
19700,0.5,600,6
19700,0.5,650,6
19700,0.5,940,5
19700,0.5,1100,5
19700,0.9,450,10
19700,0.9,600,8
19700,0.9,650,8
19700,0.9,940,6
19700,0.9,1100,6
19700,1,450,12
19700,1,600,10
19700,1,650,10
19700,1,940,8
19700,1,1100,8
19700,2,450,None
19700,2,600,None
19700,2,650,None
19700,2,940,12
19700,2,1100,10
19700,3,450,None
19700,3,600,None
19700,3,650,None
19700,3,940,None
19700,3,1100,12
19710,0.1,450,3.5
19710,0.1,600,3
19710,0.1,650,3
19710,0.1,940,2.5
19710,0.1,1100,2
19710,0.5,450,8
19710,0.5,600,6
19710,0.5,650,6
19710,0.5,940,5
19710,0.5,1100,5
19710,0.9,450,10
19710,0.9,600,8
19710,0.9,650,8
19710,0.9,940,6
19710,0.9,1100,6
19710,1,450,12
19710,1,600,10
19710,1,650,10
19710,1,940,8
19710,1,1100,8
19710,2,450,None
19710,2,600,None
19710,2,650,None
19710,2,940,12
19710,2,1100,10
19710,3,450,None
19710,3,600,None
19710,3,650,None
19710,3,940,None
19710,3,1100,12
19720,0.1,450,3.5
19720,0.1,600,3
19720,0.1,650,3
19720,0.1,940,2.5
19720,0.1,1100,2
19720,0.5,450,8
19720,0.5,600,6
19720,0.5,650,6
19720,0.5,940,5
19720,0.5,1100,5
19720,0.9,450,10
19720,0.9,600,8
19720,0.9,650,8
19720,0.9,940,6
19720,0.9,1100,6
19720,1,450,12
19720,1,600,10
19720,1,650,10
19720,1,940,8
19720,1,1100,8
19720,2,450,None
19720,2,600,None
19720,2,650,None
19720,2,940,12
19720,2,1100,10
19720,3,450,None
19720,3,600,None
19720,3,650,None
19720,3,940,None
19720,3,1100,12
19730,0.1,450,3.5
19730,0.1,600,3
19730,0.1,650,3
19730,0.1,940,2.5
19730,0.1,1100,2
19730,0.5,450,8
19730,0.5,600,6
19730,0.5,650,6
19730,0.5,940,5
19730,0.5,1100,5
19730,0.9,450,10
19730,0.9,600,8
19730,0.9,650,8
19730,0.9,940,6
19730,0.9,1100,6
19730,1,450,12
19730,1,600,10
19730,1,650,10
19730,1,940,8
19730,1,1100,8
19730,2,450,None
19730,2,600,None
19730,2,650,None
19730,2,940,12
19730,2,1100,10
19730,3,450,None
19730,3,600,None
19730,3,650,None
19730,3,940,None
19730,3,1100,12
19740,0.1,450,3.5
19740,0.1,600,3
19740,0.1,650,3
19740,0.1,940,2.5
19740,0.1,1100,2
19740,0.5,450,8
19740,0.5,600,6
19740,0.5,650,6
19740,0.5,940,5
19740,0.5,1100,5
19740,0.9,450,10
19740,0.9,600,8
19740,0.9,650,8
19740,0.9,940,6
19740,0.9,1100,6
19740,1,450,12
19740,1,600,10
19740,1,650,10
19740,1,940,8
19740,1,1100,8
19740,2,450,None
19740,2,600,None
19740,2,650,None
19740,2,940,12
19740,2,1100,10
19740,3,450,None
19740,3,600,None
19740,3,650,None
19740,3,940,None
19740,3,1100,12
19750,0.1,450,3.5
19750,0.1,600,3
19750,0.1,650,3
19750,0.1,940,2.5
19750,0.1,1100,2
19750,0.5,450,8
19750,0.5,600,6
19750,0.5,650,6
19750,0.5,940,5
19750,0.5,1100,5
19750,0.9,450,10
19750,0.9,600,8
19750,0.9,650,8
19750,0.9,940,6
19750,0.9,1100,6
19750,1,450,12
19750,1,600,10
19750,1,650,10
19750,1,940,8
19750,1,1100,8
19750,2,450,None
19750,2,600,None
19750,2,650,None
19750,2,940,12
19750,2,1100,10
19750,3,450,None
19750,3,600,None
19750,3,650,None
19750,3,940,None
19750,3,1100,12
19760,0.1,450,3.5
19760,0.1,600,3
19760,0.1,650,3
19760,0.1,940,2.5
19760,0.1,1100,2
19760,0.5,450,8
19760,0.5,600,6
19760,0.5,650,6
19760,0.5,940,5
19760,0.5,1100,5
19760,0.9,450,10
19760,0.9,600,8
19760,0.9,650,8
19760,0.9,940,6
19760,0.9,1100,6
19760,1,450,12
19760,1,600,10
19760,1,650,10
19760,1,940,8
19760,1,1100,8
19760,2,450,None
19760,2,600,None
19760,2,650,None
19760,2,940,12
19760,2,1100,10
19760,3,450,None
19760,3,600,None
19760,3,650,None
19760,3,940,None
19760,3,1100,12
19770,0.1,450,3.5
19770,0.1,600,3
19770,0.1,650,3
19770,0.1,940,2.5
19770,0.1,1100,2
19770,0.5,450,8
19770,0.5,600,6
19770,0.5,650,6
19770,0.5,940,5
19770,0.5,1100,5
19770,0.9,450,10
19770,0.9,600,8
19770,0.9,650,8
19770,0.9,940,6
19770,0.9,1100,6
19770,1,450,12
19770,1,600,10
19770,1,650,10
19770,1,940,8
19770,1,1100,8
19770,2,450,None
19770,2,600,None
19770,2,650,None
19770,2,940,12
19770,2,1100,10
19770,3,450,None
19770,3,600,None
19770,3,650,None
19770,3,940,None
19770,3,1100,12
19780,0.1,450,3.5
19780,0.1,600,3
19780,0.1,650,3
19780,0.1,940,2.5
19780,0.1,1100,2
19780,0.5,450,8
19780,0.5,600,6
19780,0.5,650,6
19780,0.5,940,5
19780,0.5,1100,5
19780,0.9,450,10
19780,0.9,600,8
19780,0.9,650,8
19780,0.9,940,6
19780,0.9,1100,6
19780,1,450,12
19780,1,600,10
19780,1,650,10
19780,1,940,8
19780,1,1100,8
19780,2,450,None
19780,2,600,None
19780,2,650,None
19780,2,940,12
19780,2,1100,10
19780,3,450,None
19780,3,600,None
19780,3,650,None
19780,3,940,None
19780,3,1100,12
19790,0.1,450,3.5
19790,0.1,600,3
19790,0.1,650,3
19790,0.1,940,2.5
19790,0.1,1100,2
19790,0.5,450,8
19790,0.5,600,6
19790,0.5,650,6
19790,0.5,940,5
19790,0.5,1100,5
19790,0.9,450,10
19790,0.9,600,8
19790,0.9,650,8
19790,0.9,940,6
19790,0.9,1100,6
19790,1,450,12
19790,1,600,10
19790,1,650,10
19790,1,940,8
19790,1,1100,8
19790,2,450,None
19790,2,600,None
19790,2,650,None
19790,2,940,12
19790,2,1100,10
19790,3,450,None
19790,3,600,None
19790,3,650,None
19790,3,940,None
19790,3,1100,12
19800,0.1,450,3.5
19800,0.1,600,3
19800,0.1,650,3
19800,0.1,940,2.5
19800,0.1,1100,2
19800,0.5,450,8
19800,0.5,600,6
19800,0.5,650,6
19800,0.5,940,5
19800,0.5,1100,5
19800,0.9,450,10
19800,0.9,600,8
19800,0.9,650,8
19800,0.9,940,6
19800,0.9,1100,6
19800,1,450,12
19800,1,600,10
19800,1,650,10
19800,1,940,8
19800,1,1100,8
19800,2,450,None
19800,2,600,None
19800,2,650,None
19800,2,940,12
19800,2,1100,10
19800,3,450,None
19800,3,600,None
19800,3,650,None
19800,3,940,None
19800,3,1100,12
19810,0.1,450,3.5
19810,0.1,600,3
19810,0.1,650,3
19810,0.1,940,2.5
19810,0.1,1100,2
19810,0.5,450,8
19810,0.5,600,6
19810,0.5,650,6
19810,0.5,940,5
19810,0.5,1100,5
19810,0.9,450,10
19810,0.9,600,8
19810,0.9,650,8
19810,0.9,940,6
19810,0.9,1100,6
19810,1,450,12
19810,1,600,10
19810,1,650,10
19810,1,940,8
19810,1,1100,8
19810,2,450,None
19810,2,600,None
19810,2,650,None
19810,2,940,12
19810,2,1100,10
19810,3,450,None
19810,3,600,None
19810,3,650,None
19810,3,940,None
19810,3,1100,12
19820,0.1,450,3.5
19820,0.1,600,3
19820,0.1,650,3
19820,0.1,940,2.5
19820,0.1,1100,2
19820,0.5,450,8
19820,0.5,600,6
19820,0.5,650,6
19820,0.5,940,5
19820,0.5,1100,5
19820,0.9,450,10
19820,0.9,600,8
19820,0.9,650,8
19820,0.9,940,6
19820,0.9,1100,6
19820,1,450,12
19820,1,600,10
19820,1,650,10
19820,1,940,8
19820,1,1100,8
19820,2,450,None
19820,2,600,None
19820,2,650,None
19820,2,940,12
19820,2,1100,10
19820,3,450,None
19820,3,600,None
19820,3,650,None
19820,3,940,None
19820,3,1100,12
19830,0.1,450,3.5
19830,0.1,600,3
19830,0.1,650,3
19830,0.1,940,2.5
19830,0.1,1100,2
19830,0.5,450,8
19830,0.5,600,6
19830,0.5,650,6
19830,0.5,940,5
19830,0.5,1100,5
19830,0.9,450,10
19830,0.9,600,8
19830,0.9,650,8
19830,0.9,940,6
19830,0.9,1100,6
19830,1,450,12
19830,1,600,10
19830,1,650,10
19830,1,940,8
19830,1,1100,8
19830,2,450,None
19830,2,600,None
19830,2,650,None
19830,2,940,12
19830,2,1100,10
19830,3,450,None
19830,3,600,None
19830,3,650,None
19830,3,940,None
19830,3,1100,12
19840,0.1,450,3.5
19840,0.1,600,3
19840,0.1,650,3
19840,0.1,940,2.5
19840,0.1,1100,2
19840,0.5,450,8
19840,0.5,600,6
19840,0.5,650,6
19840,0.5,940,5
19840,0.5,1100,5
19840,0.9,450,10
19840,0.9,600,8
19840,0.9,650,8
19840,0.9,940,6
19840,0.9,1100,6
19840,1,450,12
19840,1,600,10
19840,1,650,10
19840,1,940,8
19840,1,1100,8
19840,2,450,None
19840,2,600,None
19840,2,650,None
19840,2,940,12
19840,2,1100,10
19840,3,450,None
19840,3,600,None
19840,3,650,None
19840,3,940,None
19840,3,1100,12
19850,0.1,450,3.5
19850,0.1,600,3
19850,0.1,650,3
19850,0.1,940,2.5
19850,0.1,1100,2
19850,0.5,450,8
19850,0.5,600,6
19850,0.5,650,6
19850,0.5,940,5
19850,0.5,1100,5
19850,0.9,450,10
19850,0.9,600,8
19850,0.9,650,8
19850,0.9,940,6
19850,0.9,1100,6
19850,1,450,12
19850,1,600,10
19850,1,650,10
19850,1,940,8
19850,1,1100,8
19850,2,450,None
19850,2,600,None
19850,2,650,None
19850,2,940,12
19850,2,1100,10
19850,3,450,None
19850,3,600,None
19850,3,650,None
19850,3,940,None
19850,3,1100,12
19860,0.1,450,3.5
19860,0.1,600,3
19860,0.1,650,3
19860,0.1,940,2.5
19860,0.1,1100,2
19860,0.5,450,8
19860,0.5,600,6
19860,0.5,650,6
19860,0.5,940,5
19860,0.5,1100,5
19860,0.9,450,10
19860,0.9,600,8
19860,0.9,650,8
19860,0.9,940,6
19860,0.9,1100,6
19860,1,450,12
19860,1,600,10
19860,1,650,10
19860,1,940,8
19860,1,1100,8
19860,2,450,None
19860,2,600,None
19860,2,650,None
19860,2,940,12
19860,2,1100,10
19860,3,450,None
19860,3,600,None
19860,3,650,None
19860,3,940,None
19860,3,1100,12
19870,0.1,450,3.5
19870,0.1,600,3
19870,0.1,650,3
19870,0.1,940,2.5
19870,0.1,1100,2
19870,0.5,450,8
19870,0.5,600,6
19870,0.5,650,6
19870,0.5,940,5
19870,0.5,1100,5
19870,0.9,450,10
19870,0.9,600,8
19870,0.9,650,8
19870,0.9,940,6
19870,0.9,1100,6
19870,1,450,12
19870,1,600,10
19870,1,650,10
19870,1,940,8
19870,1,1100,8
19870,2,450,None
19870,2,600,None
19870,2,650,None
19870,2,940,12
19870,2,1100,10
19870,3,450,None
19870,3,600,None
19870,3,650,None
19870,3,940,None
19870,3,1100,12
19880,0.1,450,3.5
19880,0.1,600,3
19880,0.1,650,3
19880,0.1,940,2.5
19880,0.1,1100,2
19880,0.5,450,8
19880,0.5,600,6
19880,0.5,650,6
19880,0.5,940,5
19880,0.5,1100,5
19880,0.9,450,10
19880,0.9,600,8
19880,0.9,650,8
19880,0.9,940,6
19880,0.9,1100,6
19880,1,450,12
19880,1,600,10
19880,1,650,10
19880,1,940,8
19880,1,1100,8
19880,2,450,None
19880,2,600,None
19880,2,650,None
19880,2,940,12
19880,2,1100,10
19880,3,450,None
19880,3,600,None
19880,3,650,None
19880,3,940,None
19880,3,1100,12
19890,0.1,450,3.5
19890,0.1,600,3
19890,0.1,650,3
19890,0.1,940,2.5
19890,0.1,1100,2
19890,0.5,450,8
19890,0.5,600,6
19890,0.5,650,6
19890,0.5,940,5
19890,0.5,1100,5
19890,0.9,450,10
19890,0.9,600,8
19890,0.9,650,8
19890,0.9,940,6
19890,0.9,1100,6
19890,1,450,12
19890,1,600,10
19890,1,650,10
19890,1,940,8
19890,1,1100,8
19890,2,450,None
19890,2,600,None
19890,2,650,None
19890,2,940,12
19890,2,1100,10
19890,3,450,None
19890,3,600,None
19890,3,650,None
19890,3,940,None
19890,3,1100,12
19900,0.1,450,3.5
19900,0.1,600,3
19900,0.1,650,3
19900,0.1,940,2.5
19900,0.1,1100,2
19900,0.5,450,8
19900,0.5,600,6
19900,0.5,650,6
19900,0.5,940,5
19900,0.5,1100,5
19900,0.9,450,10
19900,0.9,600,8
19900,0.9,650,8
19900,0.9,940,6
19900,0.9,1100,6
19900,1,450,12
19900,1,600,10
19900,1,650,10
19900,1,940,8
19900,1,1100,8
19900,2,450,None
19900,2,600,None
19900,2,650,None
19900,2,940,12
19900,2,1100,10
19900,3,450,None
19900,3,600,None
19900,3,650,None
19900,3,940,None
19900,3,1100,12
19910,0.1,450,3.5
19910,0.1,600,3
19910,0.1,650,3
19910,0.1,940,2.5
19910,0.1,1100,2
19910,0.5,450,8
19910,0.5,600,6
19910,0.5,650,6
19910,0.5,940,5
19910,0.5,1100,5
19910,0.9,450,10
19910,0.9,600,8
19910,0.9,650,8
19910,0.9,940,6
19910,0.9,1100,6
19910,1,450,12
19910,1,600,10
19910,1,650,10
19910,1,940,8
19910,1,1100,8
19910,2,450,None
19910,2,600,None
19910,2,650,None
19910,2,940,12
19910,2,1100,10
19910,3,450,None
19910,3,600,None
19910,3,650,None
19910,3,940,None
19910,3,1100,12
19920,0.1,450,3.5
19920,0.1,600,3
19920,0.1,650,3
19920,0.1,940,2.5
19920,0.1,1100,2
19920,0.5,450,8
19920,0.5,600,6
19920,0.5,650,6
19920,0.5,940,5
19920,0.5,1100,5
19920,0.9,450,10
19920,0.9,600,8
19920,0.9,650,8
19920,0.9,940,6
19920,0.9,1100,6
19920,1,450,12
19920,1,600,10
19920,1,650,10
19920,1,940,8
19920,1,1100,8
19920,2,450,None
19920,2,600,None
19920,2,650,None
19920,2,940,12
19920,2,1100,10
19920,3,450,None
19920,3,600,None
19920,3,650,None
19920,3,940,None
19920,3,1100,12
19930,0.1,450,3.5
19930,0.1,600,3
19930,0.1,650,3
19930,0.1,940,2.5
19930,0.1,1100,2
19930,0.5,450,8
19930,0.5,600,6
19930,0.5,650,6
19930,0.5,940,5
19930,0.5,1100,5
19930,0.9,450,10
19930,0.9,600,8
19930,0.9,650,8
19930,0.9,940,6
19930,0.9,1100,6
19930,1,450,12
19930,1,600,10
19930,1,650,10
19930,1,940,8
19930,1,1100,8
19930,2,450,None
19930,2,600,None
19930,2,650,None
19930,2,940,12
19930,2,1100,10
19930,3,450,None
19930,3,600,None
19930,3,650,None
19930,3,940,None
19930,3,1100,12
19940,0.1,450,3.5
19940,0.1,600,3
19940,0.1,650,3
19940,0.1,940,2.5
19940,0.1,1100,2
19940,0.5,450,8
19940,0.5,600,6
19940,0.5,650,6
19940,0.5,940,5
19940,0.5,1100,5
19940,0.9,450,10
19940,0.9,600,8
19940,0.9,650,8
19940,0.9,940,6
19940,0.9,1100,6
19940,1,450,12
19940,1,600,10
19940,1,650,10
19940,1,940,8
19940,1,1100,8
19940,2,450,None
19940,2,600,None
19940,2,650,None
19940,2,940,12
19940,2,1100,10
19940,3,450,None
19940,3,600,None
19940,3,650,None
19940,3,940,None
19940,3,1100,12
19950,0.1,450,3.5
19950,0.1,600,3
19950,0.1,650,3
19950,0.1,940,2.5
19950,0.1,1100,2
19950,0.5,450,8
19950,0.5,600,6
19950,0.5,650,6
19950,0.5,940,5
19950,0.5,1100,5
19950,0.9,450,10
19950,0.9,600,8
19950,0.9,650,8
19950,0.9,940,6
19950,0.9,1100,6
19950,1,450,12
19950,1,600,10
19950,1,650,10
19950,1,940,8
19950,1,1100,8
19950,2,450,None
19950,2,600,None
19950,2,650,None
19950,2,940,12
19950,2,1100,10
19950,3,450,None
19950,3,600,None
19950,3,650,None
19950,3,940,None
19950,3,1100,12
19960,0.1,450,3.5
19960,0.1,600,3
19960,0.1,650,3
19960,0.1,940,2.5
19960,0.1,1100,2
19960,0.5,450,8
19960,0.5,600,6
19960,0.5,650,6
19960,0.5,940,5
19960,0.5,1100,5
19960,0.9,450,10
19960,0.9,600,8
19960,0.9,650,8
19960,0.9,940,6
19960,0.9,1100,6
19960,1,450,12
19960,1,600,10
19960,1,650,10
19960,1,940,8
19960,1,1100,8
19960,2,450,None
19960,2,600,None
19960,2,650,None
19960,2,940,12
19960,2,1100,10
19960,3,450,None
19960,3,600,None
19960,3,650,None
19960,3,940,None
19960,3,1100,12
19970,0.1,450,3.5
19970,0.1,600,3
19970,0.1,650,3
19970,0.1,940,2.5
19970,0.1,1100,2
19970,0.5,450,8
19970,0.5,600,6
19970,0.5,650,6
19970,0.5,940,5
19970,0.5,1100,5
19970,0.9,450,10
19970,0.9,600,8
19970,0.9,650,8
19970,0.9,940,6
19970,0.9,1100,6
19970,1,450,12
19970,1,600,10
19970,1,650,10
19970,1,940,8
19970,1,1100,8
19970,2,450,None
19970,2,600,None
19970,2,650,None
19970,2,940,12
19970,2,1100,10
19970,3,450,None
19970,3,600,None
19970,3,650,None
19970,3,940,None
19970,3,1100,12
19980,0.1,450,3.5
19980,0.1,600,3
19980,0.1,650,3
19980,0.1,940,2.5
19980,0.1,1100,2
19980,0.5,450,8
19980,0.5,600,6
19980,0.5,650,6
19980,0.5,940,5
19980,0.5,1100,5
19980,0.9,450,10
19980,0.9,600,8
19980,0.9,650,8
19980,0.9,940,6
19980,0.9,1100,6
19980,1,450,12
19980,1,600,10
19980,1,650,10
19980,1,940,8
19980,1,1100,8
19980,2,450,None
19980,2,600,None
19980,2,650,None
19980,2,940,12
19980,2,1100,10
19980,3,450,None
19980,3,600,None
19980,3,650,None
19980,3,940,None
19980,3,1100,12
19990,0.1,450,3.5
19990,0.1,600,3
19990,0.1,650,3
19990,0.1,940,2.5
19990,0.1,1100,2
19990,0.5,450,8
19990,0.5,600,6
19990,0.5,650,6
19990,0.5,940,5
19990,0.5,1100,5
19990,0.9,450,10
19990,0.9,600,8
19990,0.9,650,8
19990,0.9,940,6
19990,0.9,1100,6
19990,1,450,12
19990,1,600,10
19990,1,650,10
19990,1,940,8
19990,1,1100,8
19990,2,450,None
19990,2,600,None
19990,2,650,None
19990,2,940,12
19990,2,1100,10
19990,3,450,None
19990,3,600,None
19990,3,650,None
19990,3,940,None
19990,3,1100,12
20000,0.1,450,3.5
20000,0.1,600,3
20000,0.1,650,3
20000,0.1,940,2.5
20000,0.1,1100,2
20000,0.5,450,8
20000,0.5,600,6
20000,0.5,650,6
20000,0.5,940,5
20000,0.5,1100,5
20000,0.9,450,10
20000,0.9,600,8
20000,0.9,650,8
20000,0.9,940,6
20000,0.9,1100,6
20000,1,450,12
20000,1,600,10
20000,1,650,10
20000,1,940,8
20000,1,1100,8
20000,2,450,None
20000,2,600,None
20000,2,650,None
20000,2,940,12
20000,2,1100,10
20000,3,450,None
20000,3,600,None
20000,3,650,None
20000,3,940,None
20000,3,1100,12
20010,0.1,450,3.5
20010,0.1,600,3
20010,0.1,650,3
20010,0.1,940,2.5
20010,0.1,1100,2
20010,0.5,450,8
20010,0.5,600,6
20010,0.5,650,6
20010,0.5,940,5
20010,0.5,1100,5
20010,0.9,450,10
20010,0.9,600,8
20010,0.9,650,8
20010,0.9,940,6
20010,0.9,1100,6
20010,1,450,12
20010,1,600,10
20010,1,650,10
20010,1,940,8
20010,1,1100,8
20010,2,450,None
20010,2,600,None
20010,2,650,None
20010,2,940,12
20010,2,1100,10
20010,3,450,None
20010,3,600,None
20010,3,650,None
20010,3,940,None
20010,3,1100,12
20020,0.1,450,3.5
20020,0.1,600,3
20020,0.1,650,3
20020,0.1,940,2.5
20020,0.1,1100,2
20020,0.5,450,8
20020,0.5,600,6
20020,0.5,650,6
20020,0.5,940,5
20020,0.5,1100,5
20020,0.9,450,10
20020,0.9,600,8
20020,0.9,650,8
20020,0.9,940,6
20020,0.9,1100,6
20020,1,450,12
20020,1,600,10
20020,1,650,10
20020,1,940,8
20020,1,1100,8
20020,2,450,None
20020,2,600,None
20020,2,650,None
20020,2,940,12
20020,2,1100,10
20020,3,450,None
20020,3,600,None
20020,3,650,None
20020,3,940,None
20020,3,1100,12
20030,0.1,450,3.5
20030,0.1,600,3
20030,0.1,650,3
20030,0.1,940,2.5
20030,0.1,1100,2
20030,0.5,450,8
20030,0.5,600,6
20030,0.5,650,6
20030,0.5,940,5
20030,0.5,1100,5
20030,0.9,450,10
20030,0.9,600,8
20030,0.9,650,8
20030,0.9,940,6
20030,0.9,1100,6
20030,1,450,12
20030,1,600,10
20030,1,650,10
20030,1,940,8
20030,1,1100,8
20030,2,450,None
20030,2,600,None
20030,2,650,None
20030,2,940,12
20030,2,1100,10
20030,3,450,None
20030,3,600,None
20030,3,650,None
20030,3,940,None
20030,3,1100,12
20040,0.1,450,3.5
20040,0.1,600,3
20040,0.1,650,3
20040,0.1,940,2.5
20040,0.1,1100,2
20040,0.5,450,8
20040,0.5,600,6
20040,0.5,650,6
20040,0.5,940,5
20040,0.5,1100,5
20040,0.9,450,10
20040,0.9,600,8
20040,0.9,650,8
20040,0.9,940,6
20040,0.9,1100,6
20040,1,450,12
20040,1,600,10
20040,1,650,10
20040,1,940,8
20040,1,1100,8
20040,2,450,None
20040,2,600,None
20040,2,650,None
20040,2,940,12
20040,2,1100,10
20040,3,450,None
20040,3,600,None
20040,3,650,None
20040,3,940,None
20040,3,1100,12
20050,0.1,450,3.5
20050,0.1,600,3
20050,0.1,650,3
20050,0.1,940,2.5
20050,0.1,1100,2
20050,0.5,450,8
20050,0.5,600,6
20050,0.5,650,6
20050,0.5,940,5
20050,0.5,1100,5
20050,0.9,450,10
20050,0.9,600,8
20050,0.9,650,8
20050,0.9,940,6
20050,0.9,1100,6
20050,1,450,12
20050,1,600,10
20050,1,650,10
20050,1,940,8
20050,1,1100,8
20050,2,450,None
20050,2,600,None
20050,2,650,None
20050,2,940,12
20050,2,1100,10
20050,3,450,None
20050,3,600,None
20050,3,650,None
20050,3,940,None
20050,3,1100,12
20060,0.1,450,3.5
20060,0.1,600,3
20060,0.1,650,3
20060,0.1,940,2.5
20060,0.1,1100,2
20060,0.5,450,8
20060,0.5,600,6
20060,0.5,650,6
20060,0.5,940,5
20060,0.5,1100,5
20060,0.9,450,10
20060,0.9,600,8
20060,0.9,650,8
20060,0.9,940,6
20060,0.9,1100,6
20060,1,450,12
20060,1,600,10
20060,1,650,10
20060,1,940,8
20060,1,1100,8
20060,2,450,None
20060,2,600,None
20060,2,650,None
20060,2,940,12
20060,2,1100,10
20060,3,450,None
20060,3,600,None
20060,3,650,None
20060,3,940,None
20060,3,1100,12
20070,0.1,450,3.5
20070,0.1,600,3
20070,0.1,650,3
20070,0.1,940,2.5
20070,0.1,1100,2
20070,0.5,450,8
